age,workclass,education,marital-status,occupation,sex,hours-per-week,native-country,income
31, Private, Bachelors, Never-married, Prof-specialty, Male,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
46, Local-gov, 11th, Married-civ-spouse, Transport-moving, Male,30, United-States, <=50K
59, ?, Bachelors, Married-civ-spouse, ?, Male,40, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Male,40, United-States, >50K
65, Private, 11th, Widowed, Other-service, Male,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Male,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,35, United-States, <=50K
26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Male,40, Portugal, <=50K
36, Private, 10th, Married-civ-spouse, Other-service, Female,24, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Male,45, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Male,45, United-States, >50K
22, Private, HS-grad, Married-spouse-absent, Sales, Male,55, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Male,45, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Female,15, United-States, <=50K
57, Private, Bachelors, Divorced, Exec-managerial, Female,45, United-States, >50K
39, Private, HS-grad, Divorced, Sales, Female,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Adm-clerical, Female,15, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Male,10, United-States, <=50K
40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Male,38, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Male,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Female,10, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Female,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Male,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Male,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Male,50, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Male,40, United-States, <=50K
46, Private, 5th-6th, Divorced, Craft-repair, Female,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
46, Private, Some-college, Divorced, Sales, Female,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Female,25, United-States, <=50K
29, Private, HS-grad, Separated, Machine-op-inspct, Male,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Female,6, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Female,16, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Female,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Female,40, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Male,50, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Male,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Male,45, ?, >50K
34, Private, HS-grad, Never-married, Other-service, Female,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Male,40, United-States, <=50K
45, Private, Some-college, Divorced, Handlers-cleaners, Female,40, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Female,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,55, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Male,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Female,40, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Male,40, United-States, >50K
34, Private, Assoc-voc, Divorced, Tech-support, Female,64, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Male,40, Puerto-Rico, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Male,65, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,25, United-States, <=50K
28, ?, Some-college, Married-civ-spouse, ?, Female,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,50, United-States, <=50K
41, Local-gov, Some-college, Divorced, Other-service, Female,24, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Female,40, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Female,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Male,60, United-States, >50K
31, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
35, Private, 12th, Divorced, Craft-repair, Male,50, United-States, >50K
52, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Male,40, Mexico, <=50K
30, Private, 11th, Never-married, Other-service, Female,19, United-States, <=50K
34, Local-gov, 11th, Separated, Machine-op-inspct, Male,40, United-States, <=50K
34, State-gov, HS-grad, Divorced, Transport-moving, Female,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Male,30, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Male,18, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Female,40, United-States, >50K
29, Private, HS-grad, Divorced, Farming-fishing, Male,40, United-States, <=50K
33, Private, 10th, Never-married, Craft-repair, Female,35, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,60, United-States, <=50K
36, Federal-gov, Masters, Never-married, Prof-specialty, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Male,72, Dominican-Republic, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,40, United-States, <=50K
80, ?, HS-grad, Widowed, ?, Male,24, United-States, <=50K
17, ?, 11th, Never-married, ?, Male,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Female,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Female,25, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Male,40, Philippines, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Male,50, United-States, >50K
34, Local-gov, HS-grad, Never-married, Farming-fishing, Male,60, United-States, <=50K
34, Local-gov, Some-college, Never-married, Protective-serv, Female,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Female,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Male,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Female,28, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Armed-Forces, Male,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
27, Private, 9th, Never-married, Craft-repair, Male,40, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Male,35, United-States, <=50K
44, Private, HS-grad, Widowed, Exec-managerial, Female,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
17, ?, 11th, Never-married, ?, Female,5, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Female,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Male,55, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Male,40, ?, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Female,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Female,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Male,50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,60, United-States, <=50K
32, ?, Some-college, Married-civ-spouse, ?, Male,40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Farming-fishing, Male,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,50, United-States, <=50K
50, Private, 1st-4th, Married-spouse-absent, Craft-repair, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Female,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,60, United-States, <=50K
52, Private, HS-grad, Divorced, Transport-moving, Male,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Male,45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Female,16, United-States, >50K
60, Private, Some-college, Never-married, Prof-specialty, Male,40, United-States, >50K
22, ?, Some-college, Never-married, ?, Male,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Male,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Male,60, United-States, <=50K
67, Private, Assoc-voc, Divorced, Other-service, Female,24, United-States, <=50K
46, Private, Bachelors, Never-married, Craft-repair, Female,40, United-States, <=50K
17, Private, 9th, Never-married, Other-service, Male,6, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Male,30, United-States, <=50K
27, Private, 10th, Never-married, Other-service, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Female,35, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,45, Portugal, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Male,20, United-States, <=50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Male,20, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, Female,40, United-States, <=50K
52, ?, 12th, Never-married, ?, Male,40, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Adm-clerical, Female,20, United-States, <=50K
63, ?, 1st-4th, Married-civ-spouse, ?, Male,35, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Male,45, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Female,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Male,60, United-States, >50K
40, Private, HS-grad, Never-married, Other-service, Female,35, United-States, <=50K
46, Federal-gov, HS-grad, Divorced, Adm-clerical, Male,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, Female,60, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Female,25, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Male,20, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Female,36, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Male,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Other-service, Male,40, El-Salvador, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Female,35, United-States, <=50K
72, ?, HS-grad, Married-civ-spouse, ?, Male,20, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Farming-fishing, Male,40, Poland, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
58, Private, Some-college, Divorced, Other-service, Female,42, France, <=50K
25, Private, Bachelors, Never-married, Sales, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Male,40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Male,8, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
47, Local-gov, HS-grad, Separated, Adm-clerical, Female,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Female,40, United-States, <=50K
49, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Male,42, United-States, <=50K
53, ?, 5th-6th, Widowed, ?, Female,30, United-States, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Male,45, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,50, United-States, >50K
28, Private, HS-grad, Divorced, Craft-repair, Male,45, United-States, <=50K
57, ?, Assoc-voc, Widowed, ?, Female,38, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Female,20, United-States, <=50K
20, ?, Some-college, Never-married, ?, Male,24, United-States, <=50K
21, ?, Some-college, Never-married, ?, Female,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,50, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,80, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
24, Local-gov, Some-college, Divorced, Handlers-cleaners, Male,50, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Tech-support, Male,45, United-States, >50K
44, Private, Some-college, Divorced, Machine-op-inspct, Male,58, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Female,40, United-States, <=50K
